ticket_id,description,root_cause,resolution
KAFKA-10710,"MirrorMaker 2 creates all combinations of herders. We are using MM2 distributed to synchronize topics from a ""Central"" broker down to multiple ""Local"" brokers.  {quote}replica_CENTRAL->replica_OLS.enabled = true  replica_CENTRAL->replica_OLS.topics = _schemas  replica_CENTRAL->replica_OLS.replication.factor = 3  replica_CENTRAL->replica_HBG.enabled = true  replica_CENTRAL->replica_HBG.topics = _schemas  replica_CENTRAL->replica_HBG.replication.factor = 3  ...  many more  ...  replica_CENTRAL->replica_VIT.enabled = true  replica_CENTRAL->replica_VIT.topics = _schemas  replica_CENTRAL->replica_VIT.replication.factor = 3  replica_CENTRAL->replica_UGO.enabled = true  replica_CENTRAL->replica_UGO.topics = _schemas  replica_CENTRAL->replica_UGO.replication.factor = 3 {quote}    When looking into the Mirror Maker logs, we discover that a herder i",MirrorMaker 2 creates all combinations of herders.,"Results with fix provided in PR: {code:java} [2020-11-13 15:53:53,935] INFO creating herder for replica_CENTRAL->replica_ZAR (org.apache.kafka.connect.mirror.MirrorMaker)  [2020-11-13 15:53:58,597] IN"
KAFKA-10706,"Liveness bug in truncation protocol can lead to indefinite URP. We hit an interesting liveness condition in the truncation protocol. Broker A was leader in epoch 7, broker B was leader in epoch 8, and then broker A was leader in epoch 9 again.  On broker A, we had the following state in the epoch cache: {code} epoch 4, start offset 3953 epoch 7, start offset 3983 epoch 9, start offset 3988 {code}  On broker B, we had the following: {code} epoch 4, start offset 3953 epoch 8, start offset 3983 {code}  After A was elected, broker B sent epoch 8 in OffsetsForLeaderEpoch. Broker A correctly responded with epoch 7 ending at offset 3988. The end offset on broker B was in fact 3983, so this truncation had no effect. Broker B then retried with epoch 8 again and replication was stuck.   When a replica becomes leader, it first inserts an entry into the epoch cach",Liveness bug in truncation protocol can lead to indefinite URP.,Fixed
KAFKA-10705,Avoid World Readable RocksDB. The state directory could be protected more restrictive by preventing access to state directory for group and others. At least other should have no readable access,The state directory could be protected more restrictive by preventing access to state directory for group and others.,Fixed
KAFKA-10701,"First line of detailed stats from consumer-perf-test.sh incorrect. When running the console perf test with {{--show-detailed-stats}}, the first line out of output has incorrect results  {code} $ ./bin/kafka-consumer-perf-test.sh --bootstrap-server localhost:9092 --topic test --messages 10000000 --reporting-interval 1000 --show-detailed-stats time, threadId, data.consumed.in.MB, MB.sec, data.consumed.in.nMsg, nMsg.sec, rebalance.time.ms, fetch.time.ms, fetch.MB.sec, fetch.nMsg.sec 2020-11-06 11:57:01:420, 0, 275.3878, 275.3878, 288765, 288765.0000, 1604681820723, -1604681819723, 0.0000, 0.0000 2020-11-06 11:57:02:420, 0, 952.1456, 676.7578, 998397, 709632.0000, 0, 1000, 676.7578, 709632.0000 2020-11-06 11:57:03:420, 0, 1654.2940, 702.1484, 1734653, 736256.0000, 0, 1000, 702.1484, 736256.0000 2020-11-06 11:57:04:420, 0, 2492.1389, 837.8448, 2613197, 878544.",First line of detailed stats from consumer-perf-test.sh incorrect.,"PR is merged to the trunk , marking the issue resolved | It maybe totally the case that I'm missing something , but how come the issue is still Open, when the above PR has been merged to trunk ? Cheers. | Opened below pr for the fix  https://github.com/apache/kafka/pull/9598"
KAFKA-10693,Tests instantiate QuotaManagers without closing the managers in teardown. ,Not explicitly documented.,Fixed
KAFKA-10689,"Assignor can't determine number of partitions on FJK with upstream windowed repartition. Due to a minor logical gap in how windowed repartition sink nodes are written to the topology, they are never added to the official map of sink topics tracked by the InternalTopologyBuilder. This makes it impossible to determine the number of partitions of downstream repartition topics in StreamsPartitionAssignor#setRepartitionTopicMetadataNumberOfPartitions, causing the assignor to loop infinitely in this method.    ","a minor logical gap in how windowed repartition sink nodes are written to the topology, they are never added to the official map of sink topics tracked by the InternalTopologyBuilder.","It's a pretty obnoxious bug, since the application stays stuck in REBALANCING while StreamThreads slowly drop out of the group one-by-one as the current group leader gets stuck and a new rebalance has"
KAFKA-10687,"Produce request should be bumped for new error code PRODUCE_FENCED. In https://issues.apache.org/jira/browse/KAFKA-9911, we missed a case where the ProduceRequest needs to be bumped to return the new error code PRODUCE_FENCED. This gap needs to be addressed as a blocker since it is shipping in 2.7.",Produce request should be bumped for new error code PRODUCE_FENCED.,Fixed for 2.7 via https://github.com/apache/kafka/pull/9613
KAFKA-10685,"--to-datetime passed to kafka-consumer-groups interpreting microseconds wrong. If you pass more than 3 decimal places for the fractional seconds of the datetime, the microseconds get interpreted as milliseconds.  {{kafka-consumer-groups --bootstrap-server kafka:9092 }} {{--reset-offsets }} {{--group webserver-avro }} {{--topic driver-positions-avro }} {{ {{--to-datetime ""}}{{2020-11-05T00:46:48.002237400}}"" }} {{ {{--dry-run}}}}  Relevant code [here|https://github.com/apache/kafka/blob/2.7/clients/src/main/java/org/apache/kafka/common/utils/Utils.java#L1304]. The datetime is being turned into Nov 5, 2020 1:24:05.400 because SimpleDateFormat is adding 2237400 milliseconds to Nov 5, 2020 00:46:48.  Experimenting with getDateTime:  * getDateTime(""2020-11-05T00:46:48.000"") -> 1604537208000  * getDateTime(""2020-11-05T00:46:48.000+0800"") -> 1604508408000 - correct the form","SimpleDateFormat is adding 2237400 milliseconds to Nov 5, 2020 00:46:48.","Thanks for the suggestion. It turns out that the *SimpleDateFormat.setLenient(false)* can also strictly parse the timestamp and throw parseException if milliseconds is more than 3 digits. Thanks. | This issue seems to occur with Java 11, but not with Java 8. Code currently uses {{SimpleDateFormat}}. {{DateTimeFormatter}} behaved consistently across Java 8 and 11 (throwing a parse exception if mi"
KAFKA-10682,"Windows Kafka cluster not reachable via Azure data Bricks. We have windows Kafka cluster,  * We enabled inbound and outbound for port 9092/9093  * Topic return results on local windows cmd used  ** ./kafka-console-consumer.bat --topic SIP.SIP.SHIPMENT --from-beginning --bootstrap-server 10.53.56.140:9092  * We trying to consume the topic from Azure data bricks  ** Simple ping and telnet works fine and connects to underlying server   *** %sh telnet 10.53.56.140 9092  *** %sh ping 10.53.56.140  ** df = spark \  .readStream \  .format(""kafka"") \  .option(""kafka.bootstrap.servers"", ""10.53.56.140:9092"") \  .option(""subscribe"", ""SIP.SIP.SHIPMENT"") \  .option(""minPartitions"", ""10"") \  .option(""startingOffsets"", ""earliest"") \  .load()  #df.isStreaming() # Returns True for DataFrames that have streaming sources  df.printSchema()  *   ** Display(df)  On usi",Windows Kafka cluster not reachable via Azure data Bricks.,kafka\config  Add   listeners = PLAINTEXT://10.53.56.140:9092 | uncommented below command  in server-properties located at kafka\config; Issue got resolved  listeners = PLAINTEXT://10.53.56.140:9092
KAFKA-10679,"AK site docs changes need to get ported to Kafka/docs. During the update of the Apache Kafka website, changes made to the kafka-site repo were not made to the kafka/docs directory.  All the changes made need to get migrated to kafka/docs to keep the website in sync. ",AK site docs changes need to get ported to Kafka/docs.,Resolved via [https://github.com/apache/kafka/pull/9551]  and https://github.com/apache/kafka/pull/9554
KAFKA-10678,"Re-deploying Streams app causes rebalance and task migration. Re-deploying our Streams app causes a rebalance, even when using static group membership. Worse, the rebalance creates standby tasks, even when the previous task assignment was balanced and stable.  Our app is currently using Streams 2.6.1-SNAPSHOT (due to [KAFKA-10633]) but we saw the same behavior in 2.6.0. The app runs on 4 EC2 instances, each with 4 streams threads, and data stored on persistent EBS volumes.. During a redeploy, all EC2 instances are stopped, new instances are launched, and the EBS volumes are attached to the new instances. We do not use interactive queries. {{session.timeout.ms}} is set to 30 minutes, and the deployment finishes well under that. {{num.standby.replicas}} is 0.  h2. Expected Behavior Given a stable and balanced task assignment prior to deploying, we expe",[KAFKA-10633]) but we saw the same behavior in 2.6.0.,"Resolved via [https://github.com/apache/kafka/pull/9978]  [~thebearmayor] this should be fixed in the upcoming 2.8.0 release and 2.6.2 releases which are currently in progress (and in 2.7.1 but I'm no | Yeah, it seems like anytime a member is restarted and the randomly generated UUID places it in a different order relative to all the other clients, you can get this task migration. I filed KAFKA-10716 | Sophie, thank you again for your thorough answers. Our logs are busy, but I was able to find the line you described, ""Requested to schedule immediate rebalance to update group with new host endpoint ="
